,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,DDSPF16percentiles,NFLpercentiles,play,result
39647,2,47,2,8:53,COL,10,0,SJS,SJS,COL,4,4,SJS,57,37,20,0.3561204040202429,9099.0,21.043493358798507,19.999556403318103,9.977332553378181,"Punt by McDairmid (C), M. of 57 yards.  Touchback.",Touchback
39643,2,47,2,10:15,COL,10,0,SJS,COL,SJS,4,18,COL,75,38,37,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Banana, S. of 38 yards.  No return. First Down!",No return
39639,2,47,2,11:39,COL,10,0,SJS,SJS,COL,4,24,SJS,90,61,29,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by McDairmid (C), M. of 61 yards. Returned by Purchase, L. for 5 yards. First Down!",Returned
39558,2,34,4,11:25,YKW,17,17,ARI,YKW,ARI,4,9,YKW,61,43,18,1.9089567000000003,3617.0,68.60838614463061,66.96979106596282,63.64799649020181,"Punt by Kokot (R), B. of 43 yards.  No return. First Down!",No return
39537,2,34,3,4:02,YKW,17,10,ARI,YKW,ARI,4,4,YKW,60,40,20,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Kokot (R), B. of 60 yards.  Touchback.",Touchback
39580,2,34,4,3:53,YKW,17,17,ARI,ARI,YKW,4,3,ARI,87,35,52,7.7564020207999995,1121.0,90.27693376161125,86.53684070443153,90.68806668616554,"Punt by Jay-Jaymison, J. of 35 yards.  No return. First Down!",No return
39576,2,34,4,5:19,YKW,17,17,ARI,YKW,ARI,4,4,YKW,71,65,6,5.098041169200001,1593.0,86.17935584686171,82.15854145410992,85.74875694647558,"Punt by Kokot (R), B. of 65 yards.  No return. First Down!",No return
39562,2,34,4,10:11,YKW,17,17,ARI,ARI,YKW,4,9,ARI,82,58,24,2.1447314152000003,3393.0,70.55299939230837,68.45140398349821,66.45217899970751,"Punt by Jay-Jaymison, J. of 58 yards. Returned by Walker (R), M. for 0 yards. First Down!",Returned
39566,2,34,4,8:48,YKW,17,17,ARI,YKW,ARI,4,3,YKW,70,49,21,4.892921036800001,1629.0,85.86682871777064,81.87020361087698,85.46358584381399,"Punt by Kokot (R), B. of 49 yards. Returned by Scarlett, D. for 10 yards. First Down!",Returned
39572,2,34,4,6:51,YKW,17,17,ARI,ARI,YKW,4,13,ARI,54,30,24,0.3876053700171937,9045.0,21.486240125010852,20.31672803087433,9.977332553378181,"Punt by Jay-Jaymison, J. of 30 yards. Returned by Walker (R), M. for 0 yards. First Down!",Returned
39792,2,64,1,2:32,AUS,10,0,CHI,CHI,AUS,4,1,AUS,45,25,20,19.36218371494811,501.0,95.65934542929074,93.26176640198732,97.0568879789412,"Punt by Sidekick, S. of 45 yards.  Touchback.",Touchback
39781,2,64,1,6:34,AUS,3,0,CHI,CHI,AUS,4,18,CHI,68,30,38,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Sidekick, S. of 30 yards.  No return. First Down!",No return
39687,2,47,3,12:22,COL,10,3,SJS,COL,SJS,4,6,COL,55,35,20,0.14363522962149802,10935.0,5.156697630002604,5.540522556891275,0.0,"Punt by Banana, S. of 35 yards. Returned by Lackson, J. for 19 yards. First Down!",Returned
39679,2,47,2,0:01,COL,10,3,SJS,COL,SJS,4,5,SJS,42,37,5,6.691570691886065,1268.0,89.06589113638337,85.09515148826686,89.22199473530272,"Punt by Banana, S. of 37 yards.  No return. First Down!",No return
39722,2,47,4,13:40,COL,10,13,SJS,COL,SJS,4,2,COL,55,28,27,1.48705897951688,4341.0,62.323118326243595,60.5021514439072,54.862532904358,"Punt by Banana, S. of 28 yards. Returned by Lackson, J. for 20 yards. First Down!",Returned
39701,2,47,3,6:36,COL,10,6,SJS,COL,SJS,4,10,COL,76,45,31,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Banana, S. of 45 yards.  No return. First Down!",No return
40441,2,112,2,1:52,PHI,9,0,NYS,PHI,NYS,4,4,PHI,70,30,40,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by PuntBot, Z. of 30 yards.  No return. First Down!",No return
40437,2,112,2,2:57,PHI,9,0,NYS,NYS,PHI,4,1,NYS,67,38,29,3.0,2643.0,77.24194808577134,74.78818258439426,75.07312079555426,"Punt by Z, D. of 38 yards. Returned by Torenson, S. for -4 yards. First Down!",Returned
40433,2,112,2,4:18,PHI,9,0,NYS,PHI,NYS,4,6,NYS,31,11,20,49.71893037121836,214.0,98.16390311658998,97.22308477132592,99.38944135712197,"Punt by PuntBot, Z. of 31 yards.  Touchback.",Touchback
40425,2,112,2,7:43,PHI,9,0,NYS,NYS,PHI,4,14,NYS,79,47,32,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Z, D. of 47 yards. Returned by Torenson, S. for 5 yards. First Down!",Returned
40420,2,112,2,8:59,PHI,9,0,NYS,PHI,NYS,4,7,PHI,52,44,8,0.1274523270841426,11048.0,4.193072315305148,4.582353723994144,0.0,"Punt by PuntBot, Z. of 44 yards. Returned by Fank (R), H. for 18 yards. First Down!",Returned
40452,2,112,3,13:47,PHI,9,0,NYS,NYS,PHI,4,3,NYS,69,32,37,2.4009336408000004,2997.0,73.99079781231009,71.90036818524598,70.77727405674173,"Punt by Z, D. of 32 yards.  No return. First Down!",No return
40480,2,112,3,1:20,PHI,12,0,NYS,PHI,NYS,4,21,NYS,48,36,12,0.7469978285088007,6750.0,41.53138293254623,40.37395200283902,30.643097396899677,"Punt by PuntBot, Z. of 36 yards. Returned by Fank (R), H. for 4 yards. First Down!",Returned
40471,2,112,3,5:29,PHI,12,0,NYS,NYS,PHI,4,20,PHI,37,0,37,19.750633075722483,497.0,95.69407066585642,93.28838220290112,97.10441649605147,"Punt by Z, D. is BLOCKED BY Booker (C), B..  No return. First Down!",No return
40376,2,112,1,8:33,PHI,0,0,NYS,PHI,NYS,4,5,NYS,41,28,13,16.05976966052656,607.0,94.76517058772463,91.97533602448654,96.1776104124013,"Punt by PuntBot, Z. of 28 yards.  No return. First Down!",No return
40413,2,112,2,11:54,PHI,9,0,NYS,NYS,PHI,4,9,NYS,80,52,28,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by Z, D. of 52 yards. Returned by Torenson, S. for 4 yards. First Down!",Returned
40409,2,112,2,12:57,PHI,9,0,NYS,PHI,NYS,4,3,PHI,56,37,19,0.17410330863211881,10762.0,6.6976300026043925,7.226189948099188,0.0,"Punt by PuntBot, Z. of 37 yards. Returned by Fank (R), H. for 1 yards. First Down!",Returned
40404,2,112,2,15:00,PHI,9,0,NYS,NYS,PHI,4,4,PHI,47,27,20,8.067576547895046,1075.0,90.68061463668721,86.96491150246196,91.14507165837965,"Punt by Z, D. of 47 yards.  Touchback.",Touchback
40388,2,112,1,4:20,PHI,9,0,NYS,NYS,PHI,4,9,NYS,75,37,38,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by Z, D. of 37 yards. Returned by Torenson, S. for 14 yards. First Down!",Returned
40392,2,112,1,2:58,PHI,9,0,NYS,PHI,NYS,4,7,NYS,45,36,9,2.5816244953264147,2849.0,75.37980727493706,73.05815552499668,72.3000146241591,"Punt by PuntBot, Z. of 36 yards.  No return. First Down!",No return
40579,2,22,2,8:47,COL,14,14,YKW,YKW,COL,4,16,YKW,82,38,44,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Kokot (R), B. of 38 yards. Returned by Purchase, L. for 17 yards. First Down!",Returned
40570,2,22,2,12:32,COL,7,14,YKW,YKW,COL,4,7,YKW,91,49,42,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Kokot (R), B. of 49 yards. Returned by Purchase, L. for 2 yards. First Down!",Returned
40599,2,22,2,1:53,COL,21,21,YKW,YKW,COL,4,17,YKW,59,39,20,0.06540319633062312,11325.0,1.8100529559857625,1.9740052344408463,0.0,"Punt by Kokot (R), B. of 58 yards.  Touchback.",Touchback
40593,2,22,2,3:20,COL,21,21,YKW,COL,YKW,4,4,COL,70,34,36,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Banana, S. of 34 yards. Returned by Walker (R), M. for 3 yards. First Down!",Returned
40516,2,112,4,1:46,PHI,12,10,NYS,PHI,NYS,4,7,PHI,81,28,53,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PuntBot, Z. of 28 yards. Returned by Fank (R), H. for 13 yards. First Down!",Returned
40512,2,112,4,3:06,PHI,12,10,NYS,NYS,PHI,4,8,PHI,43,31,12,77.39119048448866,132.0,98.86274850247418,98.33207647606795,99.79160573267038,"Punt by Z, D. of 31 yards. Returned by Torenson, S. for 4 yards. First Down!",Returned
40495,2,112,4,10:35,PHI,12,3,NYS,PHI,NYS,4,9,PHI,75,30,45,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PuntBot, Z. of 30 yards. Returned by Fank (R), H. for 18 yards. First Down!",Returned
40533,2,22,1,12:55,COL,0,0,YKW,YKW,COL,4,1,YKW,52,32,20,0.637261635420713,6916.0,39.99045055994444,39.131881293527925,28.86443404504241,"Punt by Kokot (R), B. of 51 yards.  Touchback.",Touchback
40168,2,106,3,2:46,BAL,17,31,NOLA,NOLA,BAL,4,13,BAL,42,22,20,2.230523563962022,3348.0,71.02613074051567,68.77966552810184,66.99875694647558,"Punt by Louis, L. of 42 yards.  Touchback.",Touchback
40207,2,106,4,3:31,BAL,24,31,NOLA,BAL,NOLA,4,3,BAL,69,28,41,16.0387183008,610.0,94.71308273287612,91.93541232311583,96.13922199473531,"Punt by Small, J. of 28 yards.  No return. First Down!",No return
40200,2,106,4,6:30,BAL,24,31,NOLA,NOLA,BAL,4,5,NOLA,70,59,11,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Louis, L. of 59 yards.  No return. First Down!",No return
40182,2,106,4,14:14,BAL,17,31,NOLA,NOLA,BAL,4,9,NOLA,71,60,11,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 60 yards. Returned by Fukushu, M. for 19 yards. First Down!",Returned
40100,2,106,1,0:31,BAL,7,14,NOLA,NOLA,BAL,4,1,NOLA,54,50,4,0.26333125430607973,9363.0,18.77767167288827,18.427006165993877,9.085258847616261,"Punt by Louis, L. of 50 yards. Returned by Fukushu, M. for 20 yards. First Down!",Returned
40308,2,110,3,9:12,OCO,17,3,HON,OCO,HON,4,2,OCO,56,44,12,0.17410330863211881,10762.0,6.6976300026043925,7.226189948099188,0.0,"Punt by Dasistwirklichseinnachname, A. of 44 yards.  No return. First Down!",No return
40303,2,110,3,11:06,OCO,17,3,HON,HON,OCO,4,12,OCO,49,33,16,1.8914225999342311,3623.0,68.5562982897821,66.86776382912656,63.56756361509213,"Punt by Powers, V. of 33 yards.  No return. First Down!",No return
40314,2,110,3,5:54,OCO,17,3,HON,HON,OCO,4,1,HON,55,33,22,0.8350746392182802,5546.0,51.862140810834276,51.013618418134236,41.33518572682071,"Punt by Powers, V. of 33 yards.  No return. First Down!",No return
40226,2,110,1,12:05,OCO,0,0,HON,OCO,HON,4,6,OCO,74,55,19,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Dasistwirklichseinnachname, A. of 55 yards. Returned by Waters, J. for 7 yards. First Down!",Returned
40245,2,110,1,3:36,OCO,0,3,HON,OCO,HON,4,12,HON,44,31,13,6.195898788783396,1373.0,88.21078218595365,84.07931508672316,88.15260310032173,"Punt by Dasistwirklichseinnachname, A. of 31 yards.  No return. First Down!",No return
40275,2,110,2,4:59,OCO,7,3,HON,HON,OCO,4,12,HON,78,29,49,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Powers, V. of 29 yards. Returned by Beerus, L. for 19 yards. First Down!",Returned
40263,2,110,2,10:51,OCO,0,3,HON,HON,OCO,4,1,HON,76,62,14,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Powers, V. of 62 yards.  No return. First Down!",No return
40253,2,110,2,14:29,OCO,0,3,HON,HON,OCO,4,10,HON,56,50,6,0.043525827158029703,11442.0,0.7682958590155395,0.9670407665350663,0.0,"Punt by Powers, V. of 50 yards.  No return. First Down!",No return
40258,2,110,2,12:20,OCO,0,3,HON,OCO,HON,4,1,OCO,70,54,16,4.0,1992.0,83.21468877506727,79.5967706161558,82.1804621234279,"Punt by Dasistwirklichseinnachname, A. of 54 yards.  No return. First Down!",No return
43173,2,60,1,6:25,HON,0,7,NOLA,HON,NOLA,4,2,HON,56,36,20,0.6964132345284753,6817.0,40.86726278322771,39.87046976888613,29.752851711026615,"Punt by Powers, V. of 56 yards.  Touchback.",Touchback
43102,2,40,3,5:25,YKW,6,14,OCO,YKW,OCO,4,5,OCO,49,29,20,8.89009118812966,1031.0,91.05825158433892,87.35305859912168,91.68250950570342,"Punt by Kokot (R), B. of 49 yards.  Touchback.",Touchback
43128,2,40,4,8:21,YKW,14,17,OCO,OCO,YKW,4,14,OCO,80,36,44,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Dasistwirklichseinnachname, A. of 36 yards.  No return. First Down!",No return
43231,2,60,3,13:41,HON,3,13,NOLA,HON,NOLA,4,15,HON,81,33,48,0.6002958234000001,7053.0,38.77940793471655,37.967440003548774,27.859023106171396,"Punt by Powers, V. of 33 yards.  No return. First Down!",No return
43361,2,90,2,8:35,SAR,10,14,BER,SAR,BER,4,7,BER,48,28,20,5.975982628070406,1393.0,87.93298029342824,83.90187641396443,87.81259140099445,"Punt by PhastBawls, D. of 48 yards.  Touchback.",Touchback
43357,2,90,2,9:50,SAR,10,14,BER,BER,SAR,4,14,BER,82,34,48,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Hunt, K. of 34 yards. Returned by Chan, R. for 1 yards. First Down!",Returned
43247,2,60,3,6:33,HON,3,13,NOLA,NOLA,HON,4,20,NOLA,70,46,24,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 46 yards. Returned by Waters, J. for 15 yards. First Down!",Returned
43242,2,60,3,9:04,HON,3,13,NOLA,HON,NOLA,4,3,HON,75,47,28,2.5082832384000002,2885.0,74.96310443614897,72.75872776471633,71.71687627961393,"Punt by Powers, V. of 47 yards.  No return. First Down!",No return
43236,2,60,3,11:46,HON,3,13,NOLA,NOLA,HON,4,26,NOLA,69,61,8,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 61 yards.  No return. First Down!",No return
43286,2,60,4,7:22,HON,10,16,NOLA,HON,NOLA,4,14,HON,80,61,19,2.8034997696000006,2719.0,76.40854240819516,74.04959410903606,73.75329043579994,"Punt by Powers, V. of 61 yards. Returned by Rector, D. for 10 yards. First Down!",Returned
43282,2,60,4,8:40,HON,10,16,NOLA,NOLA,HON,4,10,NOLA,54,29,25,0.05266625086121595,11395.0,1.1676360795207916,1.3241360954620058,0.0,"Punt by Louis, L. of 29 yards.  No return. First Down!",No return
42908,2,37,2,5:59,SJS,13,17,ARI,SJS,ARI,4,28,SJS,77,29,48,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by McDairmid (C), M. of 29 yards. Returned by Scarlett, D. for 14 yards. First Down!",Returned
42953,2,37,3,5:25,SJS,24,24,ARI,SJS,ARI,4,10,ARI,42,22,20,5.309134009259228,1545.0,86.5960586856498,82.62875393692055,86.36297162913132,"Punt by McDairmid (C), M. of 42 yards.  Touchback.",Touchback
42944,2,37,3,9:12,SJS,24,24,ARI,ARI,SJS,4,1,ARI,67,52,15,2.084288384,3404.0,70.45750499175276,68.2429135430067,65.85990055571804,"Punt by Jay-Jaymison, J. of 52 yards.  No return. First Down!",No return
42933,2,37,3,12:52,SJS,16,24,ARI,SJS,ARI,4,24,SJS,80,61,19,0.8016777216,5620.0,51.219723934369306,50.490174333495986,40.82334015794092,"Punt by McDairmid (C), M. of 61 yards.  No return. First Down!",No return
42885,2,37,1,0:50,SJS,6,3,ARI,ARI,SJS,4,4,ARI,59,39,20,0.39241917798373877,9039.0,21.577393870995746,20.378831566339883,10.174758701374671,"Punt by Jay-Jaymison, J. of 58 yards.  Touchback.",Touchback
42869,2,37,1,7:27,SJS,3,3,ARI,ARI,SJS,4,1,ARI,67,60,7,2.0,3565.0,69.55898949561593,67.64849398926496,64.7886809008482,"Punt by Jay-Jaymison, J. of 60 yards.  No return. First Down!",No return
43092,2,40,3,9:41,YKW,6,7,OCO,YKW,OCO,4,20,YKW,76,42,34,0.8259694072000001,5565.0,51.70153659171803,50.91602714811693,41.241956712489035,"Punt by Kokot (R), B. of 42 yards. Returned by Beerus, L. for -1 yards. First Down!",Returned
43049,2,40,2,12:32,YKW,3,0,OCO,OCO,YKW,4,8,OCO,65,62,3,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Dasistwirklichseinnachname, A. of 62 yards.  No return. First Down!",No return
43044,2,40,2,15:00,YKW,3,0,OCO,YKW,OCO,4,4,YKW,61,51,10,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Kokot (R), B. of 51 yards.  No return. First Down!",No return
43040,2,40,1,1:31,YKW,3,0,OCO,OCO,YKW,4,7,OCO,74,47,27,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Dasistwirklichseinnachname, A. of 47 yards. Returned by Walker (R), M. for 7 yards. First Down!",Returned
43028,2,40,1,7:38,YKW,3,0,OCO,OCO,YKW,4,15,OCO,89,50,39,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Dasistwirklichseinnachname, A. of 50 yards.  No return. First Down!",No return
42988,2,37,4,7:11,SJS,31,24,ARI,ARI,SJS,4,2,ARI,67,40,27,11.4103245088,817.0,92.91605174060248,89.60209377633855,94.0187189236619,"Punt by Jay-Jaymison, J. of 40 yards.  No return. First Down!",No return
42973,2,37,4,14:01,SJS,24,24,ARI,ARI,SJS,4,14,ARI,51,35,16,0.2638481734686447,9350.0,18.838440836878203,18.435878099631815,9.085258847616261,"Punt by Jay-Jaymison, J. of 35 yards.  No return. First Down!",No return
43017,2,40,1,12:22,YKW,0,0,OCO,OCO,YKW,4,4,OCO,79,46,33,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Dasistwirklichseinnachname, A. of 46 yards.  No return. First Down!",No return
43013,2,40,1,13:55,YKW,0,0,OCO,YKW,OCO,4,5,YKW,64,48,16,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Kokot (R), B. of 48 yards.  No return. First Down!",No return
43731,2,28,3,5:46,YKW,10,14,COL,YKW,COL,4,2,YKW,61,41,20,3.7441006848000002,2076.0,81.98628353155655,78.54766446346981,80.58642878034513,"Punt by Kokot (R), B. of 60 yards.  Touchback.",Touchback
43718,2,28,3,11:31,YKW,10,14,COL,YKW,COL,4,3,YKW,58,38,20,0.5808024959226775,7767.0,32.580953207743725,31.167102870070533,20.327581164083064,"Punt by Kokot (R), B. of 57 yards.  Touchback.",Touchback
43713,2,28,3,13:47,YKW,10,14,COL,COL,YKW,4,7,COL,73,64,9,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 64 yards.  No return. First Down!",No return
43744,2,28,3,1:49,YKW,10,17,COL,YKW,COL,4,14,YKW,86,52,34,1.1959309368,4913.0,57.3574094973522,55.671383578050836,48.17929219069904,"Punt by Kokot (R), B. of 52 yards. Returned by Purchase, L. for 5 yards. First Down!",Returned
43775,2,28,4,4:33,YKW,10,17,COL,COL,YKW,4,7,COL,85,0,85,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Banana, S. is BLOCKED BY Z, D..  No return. First Down!",No return
43771,2,28,4,6:02,YKW,10,17,COL,YKW,COL,4,13,YKW,61,48,13,3.1788477376,2503.0,78.27936452817085,75.66872199795945,76.30886224042118,"Punt by Kokot (R), B. of 48 yards.  No return. First Down!",No return
43756,2,28,4,11:59,YKW,10,17,COL,YKW,COL,4,27,YKW,74,38,36,1.8105715528,3710.0,67.80102439447869,66.08703366898816,62.624305352442235,"Punt by Kokot (R), B. of 38 yards.  No return. First Down!",No return
43673,2,28,2,13:21,YKW,10,7,COL,COL,YKW,4,2,COL,52,32,20,1.019618616673141,5055.0,56.17241079954857,54.48698043738633,46.02588476162621,"Punt by Banana, S. of 51 yards.  Touchback.",Touchback
43706,2,28,2,0:56,YKW,10,14,COL,YKW,COL,4,11,YKW,78,56,22,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Kokot (R), B. of 56 yards. Returned by Purchase, L. for 12 yards. First Down!",Returned
43693,2,28,2,6:28,YKW,10,14,COL,YKW,COL,4,15,COL,38,18,20,18.50085464892659,539.0,95.39022484590676,92.76493811826288,96.72236033928048,"Punt by Kokot (R), B. of 38 yards.  Touchback.",Touchback
43683,2,28,2,10:10,YKW,10,14,COL,YKW,COL,4,3,YKW,62,60,2,3.2,2501.0,78.92178140463582,76.20325599964512,77.13147119040656,"Punt by Kokot (R), B. of 60 yards.  No return. First Down!",No return
43687,2,28,2,8:44,YKW,10,14,COL,COL,YKW,4,8,COL,97,47,50,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 47 yards. Returned by Walker (R), M. for 2 yards. First Down!",Returned
43876,2,56,3,8:33,SJS,14,24,PHI,PHI,SJS,4,27,SJS,36,16,20,6.6603076736135725,1283.0,88.91830888097925,84.90440491505123,89.0720971044165,"Punt by PuntBot, Z. of 36 yards.  Touchback.",Touchback
43880,2,56,3,7:08,SJS,14,24,PHI,SJS,PHI,4,2,SJS,67,54,13,2.6523697152000003,2798.0,75.71837833145239,73.37089118573392,72.87218484937117,"Punt by McDairmid (C), M. of 54 yards. Returned by Torenson, S. for -2 yards. First Down!",Returned
39527,2,34,3,8:10,YKW,17,10,ARI,YKW,ARI,4,13,YKW,82,39,43,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Kokot (R), B. of 39 yards.  No return. First Down!",No return
43909,2,56,4,11:54,SJS,24,31,PHI,PHI,SJS,4,5,PHI,57,44,13,0.11870680134008098,11072.0,3.963017623057557,4.338375548950894,0.0,"Punt by PuntBot, Z. of 44 yards. Returned by Lackson, J. for 11 yards. First Down!",Returned
43885,2,56,3,5:40,SJS,14,24,PHI,PHI,SJS,4,5,PHI,84,37,47,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by PuntBot, Z. of 37 yards. Returned by Lackson, J. for 17 yards. First Down!",Returned
43843,2,56,2,7:57,SJS,14,17,PHI,PHI,SJS,4,21,PHI,62,43,19,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PuntBot, Z. of 43 yards. Returned by Lackson, J. for 18 yards. First Down!",Returned
43827,2,56,2,14:11,SJS,7,14,PHI,SJS,PHI,4,9,SJS,73,31,42,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by McDairmid (C), M. of 31 yards. Returned by Torenson, S. for 21 yards. First Down!",Returned
43468,2,94,1,13:41,CHI,0,0,NYS,CHI,NYS,4,12,NYS,41,39,2,5.353256553508853,1543.0,86.6915530862054,82.75296100785167,86.52200935946183,"Punt by Sidekick, S. of 39 yards.  No return. First Down!",No return
43451,2,90,4,2:29,SAR,17,30,BER,BER,SAR,4,16,BER,82,45,37,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Hunt, K. of 45 yards. Returned by Chan, R. for 5 yards. First Down!",Returned
43472,2,94,1,12:40,CHI,0,0,NYS,NYS,CHI,4,5,NYS,93,53,40,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Z, D. of 53 yards. Returned by Shields (C), T. for 17 yards. First Down!",Returned
